C_ID,T_ID,Text,Completion
93,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""'꿈의 대륙'을 찾아 떠난 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 '검은 함대의 악마', 윈저 프레스턴. 두 사람의 운명적인 만남이 시작된다!"" (좋아요 384개)
2번: ""바다 건너 황금의 땅, 꿈의 신대륙을 향한 모험! 파산한 백작가의 영애 재클린과 검은 함대의 악마 윈저 프레스턴 후작의 운명적 만남!"" (좋아요 163개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
94,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: """"꿈의 대륙을 찾아 나선 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 검은 함대의 악마, 윈저 프레스턴. 두 사람의 운명적인 만남이 시작된다!"""" (좋아요 983개)
2번: ""황금의 땅을 찾아 떠난 아버지를 잃은 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 이들의 운명은 어떻게 될까?"" (좋아요 830개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
95,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""가난뱅이 영애 재클린, 황금의 땅을 찾아 떠나다!"" (좋아요 875개)
2번: """"가난뱅이 영애 재클린, 황금의 땅을 찾아 떠나다!"""" (좋아요 534개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
96,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: """"꿈의 대륙을 찾아 떠난 서머셋 백작의 딸, 재클린! 그녀의 앞에 나타난 검은 함대의 악마, 윈저 프레스턴! 두 사람의 운명적인 만남이 시작된다!"""" (좋아요 600개)
2번: ""황금의 땅, 꿈의 대륙을 찾아 나선 재클린의 모험! 과연 그녀는 새로운 삶을 찾을 수 있을까?"" (좋아요 358개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
97,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""바다 건너 황금의 땅, 꿈의 신대륙을 향한 모험이 시작된다!"" (좋아요 986개)
2번: ""'꿈의 대륙'을 찾아 나선 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 '검은 함대의 악마', 윈저 프레스턴. 두 사람의 운명적인 만남이 시작된다!"" (좋아요 654개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
98,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅, 꿈의 대륙을 찾아 나선 재클린의 모험! 과연 그녀는 막대한 부를 손에 넣을 수 있을까?"" (좋아요 906개)
2번: ""가난뱅이 영애 재클린, 황금의 땅을 찾아 떠나다!"" (좋아요 169개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
99,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅, 꿈의 대륙을 찾아 나선 재클린의 모험! 몰락한 백작가의 영애에서 성공한 사업가로, 그녀의 파란만장한 일대기가 펼쳐진다!"" (좋아요 982개)
2번: ""가난뱅이 영애, 재클린. 그녀의 앞에 나타난 '검은 함대의 악마' 윈저 프레스턴! 과연 그들의 운명은 어떻게 될까?"" (좋아요 278개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
100,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""가난뱅이 영애 재클린, 황금의 땅을 찾아 나서다!"" (좋아요 316개)
2번: ""바다 건너 황금의 땅, 꿈의 신대륙을 향한 모험이 시작된다!"" (좋아요 868개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
101,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 나선 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 '검은 함대의 악마' 윈저 프레스턴! 이 둘의 운명은 어떻게 될 것인가?"" (좋아요 422개)
2번: ""황금의 땅을 찾아 떠난 아버지, 하지만 그는 돌아오지 못했다. 하루 아침에 파산한 백작가의 영애 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작. 두 사람의 운명은 어떻게 될 것인가?"" (좋아요 248개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
102,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: """"가난뱅이 영애, 재클린. 그녀의 앞에 나타난 '검은 함대의 악마', 윈저 프레스턴. 두 사람의 운명적인 만남이 시작된다!"""" (좋아요 472개)
2번: ""황금의 땅을 찾아 떠난 아버지, 하지만 그는 돌아오지 못했다. 하루 아침에 파산한 백작가의 '가난뱅이 영애' 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 과연 그녀는 새로운 삶을 찾을 수 있을 것인가?"" (좋아요 953개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
103,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 떠난 아버지, 그리고 몰락한 백작가의 영애 재클린. 그녀가 택한 마지막 희망은 프레스턴 후작가의 가정교사! 과연 재클린은 무사히 가정교사로 살아남을 수 있을까?"" (좋아요 960개)
2번: ""황금의 땅을 찾아 나선 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 '검은 함대의 악마' 윈저 프레스턴 후작! 과연 재클린은 무사히 가정교사 일을 마치고 어머니를 모셔올 수 있을까?"" (좋아요 405개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
104,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: """"꿈의 대륙을 찾아 나선 서머셋 백작의 딸, 재클린! 그녀의 앞에 나타난 검은 함대의 악마, 윈저 프레스턴! 두 사람의 운명적인 만남이 시작된다!"""" (좋아요 181개)
2번: ""황금의 땅, 꿈의 대륙을 향한 모험이 시작된다!"" (좋아요 572개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
105,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""가난뱅이 영애 재클린, 귀족가의 가정교사가 되다!"" (좋아요 707개)
2번: ""황금의 땅을 찾아 떠난 아버지를 잃은 '가난뱅이 영애' 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 과연 그녀는 새로운 삶을 찾을 수 있을까?"" (좋아요 885개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
106,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 떠난 아버지를 잃은 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 이들의 운명은 어떻게 될까?"" (좋아요 729개)
2번: ""가난뱅이 영애 재클린, 황금의 땅을 찾아 떠난 아버지를 기다리며 빚쟁이들에게 쫓기다!"" (좋아요 555개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
107,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""'꿈의 대륙'을 찾아 나선 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 '검은 함대의 악마', 윈저 프레스턴. 두 사람의 운명적인 만남이 시작된다!"" (좋아요 202개)
2번: ""황금의 땅을 찾아 나선 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 '검은 함대의 악마' 윈저 프레스턴! 두 사람의 운명적인 만남이 시작된다!"" (좋아요 707개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
108,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""바다 건너의 땅, 황금의 땅을 찾아 떠난 서머셋 백작의 딸 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 이들의 운명은 어떻게 될 것인가?"" (좋아요 801개)
2번: ""가난뱅이 영애 재클린, 황금의 땅을 찾아 떠나다!"" (좋아요 948개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
109,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""바다 건너의 땅은 미지의 세계였고, 막대한 부를 가져다줄 황금의 땅이었다. '꿈의 대륙'을 찾아 나선 탐험가들의 이야기, 지금 바로 시작됩니다!"" (좋아요 132개)
2번: ""가난뱅이 영애 재클린, 황금의 땅을 찾아 떠나다!"" (좋아요 766개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
110,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: """"가난뱅이 영애 재클린, 귀족가의 가정교사가 되다! 황금의 땅을 찾아 떠난 아버지를 대신해 생계를 책임지기 위해 고군분투하는 그녀의 이야기. 과연 재클린은 무사히 일자리를 구하고, 새로운 삶을 시작할 수 있을까?"""" (좋아요 787개)
2번: ""가난뱅이 영애 재클린, 귀족가의 가정교사가 되다!"" (좋아요 703개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
111,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""바다 건너 황금의 땅, 꿈의 신대륙을 향한 모험! 파산한 백작가의 영애, 재클린의 새로운 도전이 시작된다!"" (좋아요 649개)
2번: ""황금의 땅을 찾아 나선 서머셋 백작의 딸, 재클린! 그녀의 앞에 나타난 '검은 함대의 악마' 윈저 프레스턴과의 운명적인 만남! 과연 재클린은 새로운 삶을 찾을 수 있을까?"" (좋아요 520개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
112,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅, 꿈의 대륙을 찾아 나선 재클린의 모험! 과연 그녀는 막대한 부를 손에 넣고 행복해질 수 있을까?"" (좋아요 501개)
2번: ""가난뱅이 영애 재클린, 황금의 땅을 찾아 떠나다!"" (좋아요 694개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
113,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 떠난 아버지를 잃은 '가난뱅이 영애' 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 이들의 운명은 어떻게 될 것인가?"" (좋아요 659개)
2번: """"가난뱅이 영애, 재클린. 그녀의 앞에 나타난 '검은 함대의 악마', 윈저 프레스턴. 두 사람의 운명적인 만남이 시작된다!"""" (좋아요 867개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
114,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 떠난 아버지, 하지만 그는 돌아오지 못했다. 하루 아침에 파산한 백작가의 영애 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작. 두 사람의 운명은 어떻게 될까?"" (좋아요 241개)
2번: """"꿈의 대륙을 찾아 떠난 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 검은 함대의 악마, 윈저 프레스턴. 두 사람의 운명적인 만남이 시작된다!"""" (좋아요 731개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
115,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 나선 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 검은 함대의 악마, 윈저 프레스턴. 두 사람의 운명적인 만남이 시작된다!"" (좋아요 961개)
2번: ""가난뱅이 영애 재클린, 귀족가의 가정교사가 되다!"" (좋아요 189개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
116,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: """"꿈의 대륙을 찾아 떠난 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 '검은 함대의 악마' 윈저 프레스턴과의 운명적인 만남!"""" (좋아요 779개)
2번: """"가난뱅이 영애 재클린, 황금의 땅을 찾아 떠나다!"""" (좋아요 505개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
117,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 떠난 아버지를 잃은 '가난뱅이 영애' 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 두 사람의 운명은 어떻게 이어질까?"" (좋아요 796개)
2번: ""'꿈의 대륙'을 찾아 나선 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 '검은 함대의 악마', 윈저 프레스턴. 두 사람의 운명적인 만남이 시작된다!"" (좋아요 582개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
118,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅, 꿈의 대륙을 찾아 나선 재클린의 모험! 과연 그녀는 새로운 삶을 찾을 수 있을까?"" (좋아요 240개)
2번: ""가난뱅이 영애 재클린, 귀족가의 가정교사가 되다!"" (좋아요 728개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
119,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: """"꿈의 대륙을 찾아 나선 서머셋 백작 가의 몰락, 그리고 시작된 재클린의 새로운 삶. 황금의 땅에서 그녀는 무엇을 만나게 될까?"""" (좋아요 325개)
2번: """"꿈의 대륙을 찾아 떠난 서머셋 백작의 딸, 재클린! 그녀의 앞에 나타난 검은 함대의 악마, 윈저 프레스턴! 두 사람의 운명적인 만남이 시작된다!"""" (좋아요 930개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
120,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅, 꿈의 대륙을 찾아 나선 재클린의 모험! 로맨스와 스릴러가 결합된 이 웹소설을 지금 바로 만나보세요!"" (좋아요 888개)
2번: ""황금의 땅을 찾아 나선 아버지의 실종, 그리고 파산한 백작가의 '가난뱅이 영애'가 된 재클린. 그녀가 향한 곳은 윈저 프레스턴 후작의 저택인데! 과연 재클린은 무사히 가정교사 일을 시작할 수 있을까?"" (좋아요 319개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
121,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 떠난 아버지를 잃은 '가난뱅이 영애' 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 이들의 운명은 어떻게 될 것인가?"" (좋아요 394개)
2번: ""가난뱅이 영애 재클린, 황금의 땅을 찾아 나서다!"" (좋아요 482개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
122,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅, 꿈의 대륙을 찾아 나선 재클린의 모험! 과연 그녀는 무사히 신대륙에 도착해 막대한 부를 얻을 수 있을까?"" (좋아요 144개)
2번: ""황금의 땅을 찾아 나선 아버지를 잃은 '가난뱅이 영애' 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 두 사람의 운명은 어떻게 이어질까?"" (좋아요 877개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
123,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""가난뱅이 영애 재클린, 귀족가의 가정교사가 되다!"" (좋아요 802개)
2번: ""황금의 땅을 찾아 떠난 아버지를 잃은 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 이들의 운명은 어떻게 될 것인가?"" (좋아요 414개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
124,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 떠난 아버지를 잃은 '가난뱅이 영애' 재클린, 그녀가 향한 곳은 윈저 프레스턴 후작의 저택! 과연 그녀는 이곳에서 새로운 삶을 찾을 수 있을까?"" (좋아요 408개)
2번: ""황금의 땅, 꿈의 대륙을 향한 모험이 시작된다!"" (좋아요 410개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
125,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""바다 건너 황금의 땅, 꿈의 신대륙을 향한 모험! 파산한 백작가의 영애, 재클린의 새로운 삶이 시작된다!"" (좋아요 907개)
2번: ""가난뱅이 영애 재클린, 황금의 땅을 찾아 떠나다!"" (좋아요 304개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
126,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""가난뱅이 영애 재클린, 황금의 땅을 찾아 떠나다!"" (좋아요 224개)
2번: """"가난뱅이 영애 재클린, 귀족가의 가정교사가 되다! 과연 그녀는 윈저 프레스턴의 마음을 사로잡을 수 있을까?"""" (좋아요 116개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
127,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""가난뱅이 영애 재클린, 귀족가의 도련님을 가르치다!"" (좋아요 351개)
2번: ""황금의 땅을 찾아 떠난 아버지, 그리고 남겨진 가난뱅이 영애 재클린. 그녀의 앞에 나타난 윈저 프레스턴 후작과의 운명적인 만남!"" (좋아요 410개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
128,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 나선 탐험가들의 이야기, 그 속에서 펼쳐지는 로맨스와 모험!"" (좋아요 166개)
2번: ""'꿈의 대륙'을 찾아 떠난 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 '검은 함대의 악마', 윈저 프레스턴 후작! 과연 재클린은 프레스턴 후작가의 가정교사로 무사히 살아남을 수 있을까?"" (좋아요 221개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
129,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 떠난 아버지, 그리고 남겨진 '가난뱅이 영애' 재클린. 그녀의 앞에 나타난 윈저 프레스턴 후작과의 운명적인 만남! 과연 재클린은 새로운 삶을 찾을 수 있을까?"" (좋아요 422개)
2번: ""바다 건너 황금의 땅, 꿈의 신대륙을 찾아 나선 재클린의 모험이 시작된다!"" (좋아요 983개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
130,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""바다 건너 황금의 땅, 꿈의 신대륙을 향한 모험! 파산한 백작가의 영애 재클린과 검은 함대의 악마 윈저 프레스턴 후작의 운명적 만남!"" (좋아요 724개)
2번: ""황금의 땅을 찾아 떠난 아버지, 하지만 그는 돌아오지 못했다. 하루 아침에 파산한 백작가의 '가난뱅이 영애' 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 과연 그녀는 새로운 삶을 찾을 수 있을 것인가?"" (좋아요 333개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
131,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 떠난 아버지, 그리고 남겨진 '가난뱅이 영애' 재클린. 그녀의 앞에 나타난 윈저 프레스턴 후작과의 운명적인 만남!"" (좋아요 173개)
2번: """"가난뱅이 영애 재클린, 귀족가의 가정교사가 되다! 과연 그녀는 편견을 이겨내고 성공할 수 있을까?"""" (좋아요 992개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
132,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅, 꿈의 대륙을 찾아 나선 재클린의 모험! 과연 그녀는 막대한 부를 손에 넣고 행복을 찾을 수 있을까?"" (좋아요 496개)
2번: ""황금의 땅을 찾아 떠난 아버지를 잃은 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 이들의 운명은 어떻게 될 것인가?"" (좋아요 921개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
133,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅, 꿈의 대륙을 향한 모험! 재클린과 윈저의 운명적 만남이 시작된다!"" (좋아요 617개)
2번: ""가난뱅이 영애 재클린, 귀족가의 가정교사가 되다!"" (좋아요 717개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
134,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 나선 아버지를 잃은 '가난뱅이 영애' 재클린, 그녀가 귀족가의 망나니 도련님을 가르치기 위해 가정교사가 된다. 과연 그녀는 도련님을 바른길로 인도하고 자신의 삶도 바꿀 수 있을까?"" (좋아요 781개)
2번: ""황금의 땅, 꿈의 대륙을 찾아 나선 재클린의 모험! 과연 그녀는 막대한 부를 손에 넣을 수 있을까?"" (좋아요 714개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
135,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 나선 서머셋 백작의 딸, 재클린! 그녀의 앞에 나타난 '검은 함대의 악마' 윈저 프레스턴과의 운명적인 만남! 과연 재클린은 새로운 삶을 찾을 수 있을까?"" (좋아요 640개)
2번: ""황금의 땅을 찾아 떠난 아버지, 하지만 그는 돌아오지 못했다. 하루 아침에 파산한 백작가의 '가난뱅이 영애' 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 두 사람의 운명은 어떻게 될까?"" (좋아요 458개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
136,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅, 꿈의 대륙을 향한 모험이 시작된다!"" (좋아요 639개)
2번: ""'꿈의 대륙'을 찾아 나선 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 '검은 함대의 악마', 윈저 프레스턴. 두 사람의 운명적인 만남이 시작된다!"" (좋아요 644개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
137,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""'꿈의 대륙'을 찾아 떠난 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 '검은 함대의 악마', 윈저 프레스턴. 두 사람의 운명적인 만남이 시작된다!"" (좋아요 246개)
2번: ""가난뱅이 영애 재클린, 황금의 땅을 찾아 떠나다!"" (좋아요 868개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
138,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""'꿈의 대륙'을 찾아 나선 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 '검은 함대의 악마', 윈저 프레스턴. 두 사람의 운명적인 만남이 시작된다!"" (좋아요 953개)
2번: ""가난뱅이 영애 재클린, 귀족가의 가정교사가 되다!"" (좋아요 729개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
139,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 떠난 아버지, 하지만 그는 돌아오지 못했다. 하루 아침에 파산한 백작가의 영애 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작. 두 사람의 운명은 어떻게 될까?"" (좋아요 839개)
2번: ""황금의 땅을 찾아 나선 아버지의 실종, 그리고 파산한 백작가의 딸 재클린. 그녀가 향한 곳은 윈저 프레스턴 후작의 저택?! 과연 그녀는 무사히 가정교사 생활을 시작할 수 있을까?"" (좋아요 176개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
140,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: """"꿈의 대륙을 찾아 나선 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 검은 함대의 악마, 윈저 프레스턴. 두 사람의 운명적인 만남이 시작된다!"""" (좋아요 732개)
2번: ""바다 건너 황금의 땅, 꿈의 신대륙을 향한 모험! 파산한 백작가의 영애 재클린과 검은 함대의 악마 윈저 프레스턴 후작의 운명적 만남!"" (좋아요 809개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
